lender,lender_city,lender_state,do_code,sba_do_name,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
Royal Business Bank,Los Angeles,CA,202,NEW YORK DISTRICT OFFICE,1,1700000,1275000,1700000.0,75.0
Security Bank USA,Bemidji,MN,508,MINNESOTA DISTRICT OFFICE,13,1698900,849450,130684.62,50.0
Magnifi Financial CU,Melrose,MN,593,COLUMBUS DISTRICT OFFICE,3,1698500,1273875,566166.67,75.0
Five Star Bank,Warsaw,NY,248,SYRACUSE DISTRICT OFFICE,29,1695800,847900,58475.86,50.0
Northfield Savings Bank,Northfield,VT,150,VERMONT DISTRICT OFFICE,1,1695700,1271775,1695700.0,75.0
Riverside Bank of Dublin,Dublin,OH,593,COLUMBUS DISTRICT OFFICE,4,1694700,1277025,423675.0,75.35
"Heritage Bank, Inc.",Burlington,KY,761,DES MOINES DISTRICT OFFICE,5,1693300,1320705,338660.0,78.0
"Austin Bank, Texas National Association",Jacksonville,TX,610,DALLAS / FT WORTH DISTRICT OFFICE,4,1692000,1275300,423000.0,75.37
Union Bank and Trust Company,Minneapolis,MN,508,MINNESOTA DISTRICT OFFICE,2,1691500,1268625,845750.0,75.0
First-Citizens Bank & Trust Company,Raleigh,NC,988,ARIZONA DISTRICT OFFICE,3,1691000,1205750,563666.67,71.3
HomeTrust Bank,Asheville,NC,304,RICHMOND DISTRICT OFFICE,5,1691000,1255750,338200.0,74.26
BMO Bank National Association,Chicago,IL,942,FRESNO DISTRICT OFFICE,2,1690000,1267500,845000.0,75.0
Platinum Bank,Oakdale,MN,681,SAN ANTONIO DISTRICT OFFICE,4,1690000,1223750,422500.0,72.41
Veritex Community Bank,Dallas,TX,464,SOUTH CAROLINA DISTRICT OFFICE,1,1686600,1264950,1686600.0,75.0
Great Southern Bank,Springfield,MO,610,DALLAS / FT WORTH DISTRICT OFFICE,1,1682600,1261950,1682600.0,75.0
Bank of Colorado,Fort Collins,CO,811,COLORADO DISTRICT OFFICE,2,1680000,1260000,840000.0,75.0
"PNC Bank, National Association",Wilmington,DE,768,ST. LOUIS DISTRICT OFFICE,5,1679600,1237200,335920.0,73.66
"PNC Bank, National Association",Wilmington,DE,988,ARIZONA DISTRICT OFFICE,14,1678900,1107925,119921.43,65.99
Bank Five Nine,Oconomowoc,WI,304,RICHMOND DISTRICT OFFICE,3,1675900,1256925,558633.33,75.0
Bank OZK,Little Rock,AR,405,GEORGIA DISTRICT OFFICE,10,1675000,1316250,167500.0,78.58
"Wells Fargo Bank, National Association",Sioux Falls,SD,156,CONNECTICUT DISTRICT OFFICE,8,1672000,1224000,209000.0,73.21
Farmers & Merchants Savings Bank,Manchester,IA,761,DES MOINES DISTRICT OFFICE,8,1671000,1218250,208875.0,72.91
First Federal Bank,Lake City,FL,464,SOUTH CAROLINA DISTRICT OFFICE,5,1670500,1263445,334100.0,75.63
"JPMorgan Chase Bank, National Association",Columbus,OH,248,SYRACUSE DISTRICT OFFICE,5,1670000,960000,334000.0,57.49
Northway Bank,Berlin,NH,189,NEW HAMPSHIRE DISTRICT OFFICE,37,1668000,1021950,45081.08,61.27
United Republic Bank,Elkhorn,NE,766,NEBRASKA DISTRICT OFFICE,1,1665800,1249350,1665800.0,75.0
GBank,Las Vegas,NV,931,SACRAMENTO DISTRICT OFFICE,1,1665000,1248750,1665000.0,75.0
First Western Trust Bank,Denver,CO,811,COLORADO DISTRICT OFFICE,1,1663000,1247250,1663000.0,75.0
Stock Yards Bank & Trust Company,Louisville,KY,593,COLUMBUS DISTRICT OFFICE,5,1660100,1027000,332020.0,61.86
Live Oak Banking Company,Wilmington,NC,951,HAWAII DISTRICT OFFICE,2,1660000,1245000,830000.0,75.0
Byline Bank,Chicago,IL,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,2,1660000,1220000,830000.0,73.49
Fifth Third Bank,Cincinnati,OH,353,WASHINGTON DISTRICT OFFICE,1,1660000,1245000,1660000.0,75.0
Encore Bank,Little Rock,AR,671,HOUSTON DISTRICT OFFICE,2,1658000,1243500,829000.0,75.0
Platinum Bank,Oakdale,MN,464,SOUTH CAROLINA DISTRICT OFFICE,3,1657000,1224000,552333.33,73.87
Bank of Hays,Hays,KS,767,WICHITA DISTRICT OFFICE,14,1656100,1178335,118292.86,71.15
Santa Cruz County Bank,Santa Cruz,CA,931,SACRAMENTO DISTRICT OFFICE,2,1656000,1242000,828000.0,75.0
EagleBank,Bethesda,MD,353,WASHINGTON DISTRICT OFFICE,6,1655000,1049075,275833.33,63.39
HomeTrust Bank,Asheville,NC,202,NEW YORK DISTRICT OFFICE,1,1655000,1241250,1655000.0,75.0
"PNC Bank, National Association",Wilmington,DE,373,BALTIMORE DISTRICT OFFICE,23,1653800,1070350,71904.35,64.72
Banc of California,Los Angeles,CA,563,WISCONSIN DISTRICT OFFICE,1,1652000,1239000,1652000.0,75.0
FinWise Bank,Sandy,UT,914,LOS ANGELES DISTRICT OFFICE,2,1650000,1477500,825000.0,89.55
Hanmi Bank,Los Angeles,CA,470,MISSISSIPPI DISTRICT OFFICE,1,1650000,1237500,1650000.0,75.0
Commonwealth Business Bank,Los Angeles,CA,460,NORTH CAROLINA DISTRICT OFFICE,2,1650000,1237500,825000.0,75.0
Woori America Bank,New York,NY,671,HOUSTON DISTRICT OFFICE,2,1650000,1237500,825000.0,75.0
"PyraMax Bank, FSB",Greenfield,WI,563,WISCONSIN DISTRICT OFFICE,7,1650000,1148150,235714.29,69.58
Five Star Bank,Rancho Cordova,CA,610,DALLAS / FT WORTH DISTRICT OFFICE,4,1650000,1237500,412500.0,75.0
Morris Bank,Dublin,GA,405,GEORGIA DISTRICT OFFICE,1,1645100,1233825,1645100.0,75.0
The Hocking Valley Bank,Athens,OH,593,COLUMBUS DISTRICT OFFICE,1,1645000,1233750,1645000.0,75.0
Glacier Bank,Kalispell,MT,811,COLORADO DISTRICT OFFICE,3,1644500,1195875,548166.67,72.72
Shoreham Bank,Warwick,RI,768,ST. LOUIS DISTRICT OFFICE,2,1643000,1232250,821500.0,75.0
Cadence Bank,Tupelo,MS,165,RHODE ISLAND DISTRICT OFFICE,4,1640000,1230000,410000.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,885,MONTANA DISTRICT OFFICE,2,1640000,1230000,820000.0,75.0
Exos Small Business Lending LLC,New York,NY,593,COLUMBUS DISTRICT OFFICE,1,1640000,1230000,1640000.0,75.0
Evolve Bank and Trust,West Memphis,AR,914,LOS ANGELES DISTRICT OFFICE,3,1637000,1227750,545666.67,75.0
"Heritage Bank, Inc.",Burlington,KY,405,GEORGIA DISTRICT OFFICE,7,1636000,1317000,233714.29,80.5
FWBank,Chicago,IL,671,HOUSTON DISTRICT OFFICE,1,1635400,1226550,1635400.0,75.0
IncredibleBank,Wausau,WI,491,NORTH FLORIDA DISTRICT OFFICE,2,1630000,1172500,815000.0,71.93
"Santander Bank, National Association",Wilmington,DE,299,NEW JERSEY DISTRICT OFFICE,19,1630000,815000,85789.47,50.0
Woori America Bank,New York,NY,460,NORTH CAROLINA DISTRICT OFFICE,1,1630000,1222500,1630000.0,75.0
"VelocitySBA, LLC",Costa Mesa,CA,101,MASSACHUSETTS DISTRICT OFFICE,1,1629000,1221750,1629000.0,75.0
East West Bank,Pasadena,CA,202,NEW YORK DISTRICT OFFICE,3,1627000,1206500,542333.33,74.15
GBank,Las Vegas,NV,299,NEW JERSEY DISTRICT OFFICE,1,1625000,1218750,1625000.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,474,TENNESSEE DISTRICT OFFICE,9,1625000,812500,180555.56,50.0
Bank of St. Francisville,Saint Francisville,LA,679,LOUISIANA DISTRICT OFFICE,1,1623400,1217550,1623400.0,75.0
The Bancorp Bank National Association,Sioux Falls,SD,681,SAN ANTONIO DISTRICT OFFICE,1,1622900,1217175,1622900.0,75.0
Byline Bank,Chicago,IL,885,MONTANA DISTRICT OFFICE,1,1620000,1215000,1620000.0,75.0
FinWise Bank,Sandy,UT,358,PITTSBURGH DISTRICT OFFICE,1,1620000,1215000,1620000.0,75.0
Armstrong Bank,Muskogee,OK,669,ARKANSAS DISTRICT OFFICE,1,1620000,1215000,1620000.0,75.0
"WesBanco Bank, Inc.",Wheeling,WV,353,WASHINGTON DISTRICT OFFICE,2,1619900,1214925,809950.0,75.0
Merchants Bank of Indiana,Carmel,IN,508,MINNESOTA DISTRICT OFFICE,2,1619800,1214850,809900.0,75.0
Barwick Banking Company,Barwick,GA,491,NORTH FLORIDA DISTRICT OFFICE,5,1618400,1213800,323680.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,897,WYOMING DISTRICT OFFICE,1,1615000,1211250,1615000.0,75.0
1st Colonial Community Bank,Collingswood,NJ,303,PHILADELPHIA DISTRICT OFFICE,2,1615000,1211250,807500.0,75.0
East West Bank,Pasadena,CA,1013,SEATTLE DISTRICT OFFICE,1,1615000,1211250,1615000.0,75.0
FNBC Bank,Ash Flat,AR,474,TENNESSEE DISTRICT OFFICE,1,1612200,1209150,1612200.0,75.0
Royal Business Bank,Los Angeles,CA,944,NEVADA DISTRICT OFFICE,1,1610000,1207500,1610000.0,75.0
"LiftFund, Inc.",San Antonio,TX,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,8,1610000,1248500,201250.0,77.55
Berkshire Bank,Pittsfield,MA,202,NEW YORK DISTRICT OFFICE,2,1609000,1183000,804500.0,73.52
Hancock Whitney Bank,Gulfport,MS,507,ILLINOIS DISTRICT OFFICE,1,1605600,1204200,1605600.0,75.0
The State Bank and Trust Company,Defiance,OH,593,COLUMBUS DISTRICT OFFICE,6,1602000,1165250,267000.0,72.74
Hanover Community Bank,Mineola,NY,920,SANTA ANA DISTRICT OFFICE,3,1601000,1200750,533666.67,75.0
Academy Bank National Association,Kansas City,MO,954,SAN DIEGO DISTRICT OFFICE,2,1600000,1200000,800000.0,75.0
United Community Bank,Greenville,SC,766,NEBRASKA DISTRICT OFFICE,1,1600000,1200000,1600000.0,75.0
Commercial Bank of California,Irvine,CA,912,SAN FRANCISCO DISTRICT OFFICE,1,1600000,1200000,1600000.0,75.0
PCB Bank,Los Angeles,CA,951,HAWAII DISTRICT OFFICE,1,1600000,1200000,1600000.0,75.0
Pathward National Association,Sioux Falls,SD,914,LOS ANGELES DISTRICT OFFICE,2,1597000,1197750,798500.0,75.0
Peoples Bank of Commerce,Medford,OR,1086,PORTLAND DISTRICT OFFICE,4,1596800,1223180,399200.0,76.6
Bar Harbor Bank & Trust,Bar Harbor,ME,172,MAINE DISTRICT OFFICE,17,1595900,1235840,93876.47,77.44
The Cape Cod Five Cents Savings Bank,Hyannis,MA,101,MASSACHUSETTS DISTRICT OFFICE,15,1595900,1053010,106393.33,65.98
Stone Bank,Mountain View,AR,202,NEW YORK DISTRICT OFFICE,1,1595000,1196250,1595000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,562,INDIANA DISTRICT OFFICE,1,1595000,1196250,1595000.0,75.0
North State Bank,Raleigh,NC,1013,SEATTLE DISTRICT OFFICE,2,1594400,1195800,797200.0,75.0
Union Savings Bank,Danbury,CT,156,CONNECTICUT DISTRICT OFFICE,8,1590000,845000,198750.0,53.14
United Business Bank,Walnut Creek,CA,914,LOS ANGELES DISTRICT OFFICE,3,1590000,1192500,530000.0,75.0
Platte Valley Bank,Torrington,WY,897,WYOMING DISTRICT OFFICE,6,1590000,795000,265000.0,50.0
The Commercial Bank,De Kalb,MS,470,MISSISSIPPI DISTRICT OFFICE,3,1588200,1200910,529400.0,75.61
Arcadian Bank,Hartland,MN,508,MINNESOTA DISTRICT OFFICE,4,1585000,1042500,396250.0,65.77
Tompkins Community Bank,Ithaca,NY,202,NEW YORK DISTRICT OFFICE,7,1579000,977000,225571.43,61.87
Fidelity Bank,Mandeville,LA,679,LOUISIANA DISTRICT OFFICE,4,1578300,1088600,394575.0,68.97
Byline Bank,Chicago,IL,248,SYRACUSE DISTRICT OFFICE,2,1578000,1183500,789000.0,75.0
Sandy Spring Bank,Olney,MD,671,HOUSTON DISTRICT OFFICE,2,1577700,1183275,788850.0,75.0
Stone Bank,Mountain View,AR,1086,PORTLAND DISTRICT OFFICE,1,1575000,1181250,1575000.0,75.0
Peapack-Gladstone Bank,Bedminster,NJ,681,SAN ANTONIO DISTRICT OFFICE,1,1575000,1181250,1575000.0,75.0
Colony Bank,Fitzgerald,GA,682,NEW MEXICO DISTRICT OFFICE,3,1572300,1387050,524100.0,88.22
East West Bank,Pasadena,CA,761,DES MOINES DISTRICT OFFICE,1,1572000,1179000,1572000.0,75.0
Seacoast National Bank,Stuart,FL,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,1,1570000,1177500,1570000.0,75.0
Bank of Travelers Rest,Travelers Rest,SC,464,SOUTH CAROLINA DISTRICT OFFICE,5,1568600,1101450,313720.0,70.22
"T Bank, National Association",Dallas,TX,563,WISCONSIN DISTRICT OFFICE,1,1568000,1176000,1568000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,457,KENTUCKY DISTRICT OFFICE,7,1568000,1218800,224000.0,77.73
Northeast Bank,Lewiston,ME,457,KENTUCKY DISTRICT OFFICE,25,1565900,1306015,62636.0,83.4
First National Bank of Coffee County,Douglas,GA,464,SOUTH CAROLINA DISTRICT OFFICE,1,1565000,1173750,1565000.0,75.0
Glacier Bank,Kalispell,MT,885,MONTANA DISTRICT OFFICE,8,1563700,1119775,195462.5,71.61
"Lendistry SBLC, LLC",Los Angeles,CA,593,COLUMBUS DISTRICT OFFICE,6,1562700,1228295,260450.0,78.6
Citizens Bank,Elizabethton,TN,680,OKLAHOMA DISTRICT OFFICE,3,1561000,1170750,520333.33,75.0
First Heritage Federal Credit Union,Corning,NY,248,SYRACUSE DISTRICT OFFICE,8,1558000,1177500,194750.0,75.58
"Centerstone SBA Lending, Inc.",Los Angeles,CA,508,MINNESOTA DISTRICT OFFICE,1,1557000,1167750,1557000.0,75.0
First Business Bank,Madison,WI,1086,PORTLAND DISTRICT OFFICE,2,1557000,1167750,778500.0,75.0
Seacoast National Bank,Stuart,FL,920,SANTA ANA DISTRICT OFFICE,2,1556000,1167000,778000.0,75.0
Colony Bank,Fitzgerald,GA,464,SOUTH CAROLINA DISTRICT OFFICE,5,1554000,1220900,310800.0,78.56
CrossFirst Bank,Leawood,KS,474,TENNESSEE DISTRICT OFFICE,1,1552600,1164450,1552600.0,75.0
First Savings Bank,Jeffersonville,IN,303,PHILADELPHIA DISTRICT OFFICE,7,1550100,1167275,221442.86,75.3
Rockland Trust Company,Rockland,MA,189,NEW HAMPSHIRE DISTRICT OFFICE,5,1550000,1107500,310000.0,71.45
Stearns Bank National Association,Saint Cloud,MN,563,WISCONSIN DISTRICT OFFICE,1,1550000,1162500,1550000.0,75.0
"Village Bank and Trust, National Association",Arlington Heights,IL,353,WASHINGTON DISTRICT OFFICE,1,1549000,1161750,1549000.0,75.0
1st State Bank,Saginaw,MI,515,MICHIGAN DISTRICT OFFICE,4,1548000,1153500,387000.0,74.52
"TD Bank, National Association",Wilmington,DE,304,RICHMOND DISTRICT OFFICE,14,1546800,909975,110485.71,58.83
First Bank,Southern Pines,NC,455,SOUTH FLORIDA DISTRICT OFFICE,3,1545300,1158975,515100.0,75.0
GBank,Las Vegas,NV,761,DES MOINES DISTRICT OFFICE,1,1545000,1158750,1545000.0,75.0
Bravera Bank,Dickinson,ND,885,MONTANA DISTRICT OFFICE,5,1543700,1180145,308740.0,76.45
Dogwood State Bank,Raleigh,NC,303,PHILADELPHIA DISTRICT OFFICE,2,1543200,1157400,771600.0,75.0
First Bank of the Lake,Osage Beach,MO,682,NEW MEXICO DISTRICT OFFICE,4,1540800,1170600,385200.0,75.97
Meridian Bank,Malvern,PA,464,SOUTH CAROLINA DISTRICT OFFICE,1,1539000,1154250,1539000.0,75.0
Bank Five Nine,Oconomowoc,WI,920,SANTA ANA DISTRICT OFFICE,3,1538000,1168500,512666.67,75.98
Frost Bank,San Antonio,TX,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,3,1536100,1136575,512033.33,73.99
First Savings Bank,Jeffersonville,IN,1087,BOISE DISTRICT OFFICE,1,1535200,1151400,1535200.0,75.0
Bonvenu Bank NA,Bossier City,LA,679,LOUISIANA DISTRICT OFFICE,5,1531200,1088075,306240.0,71.06
Hiawatha National Bank,Hager City,WI,885,MONTANA DISTRICT OFFICE,1,1530000,1147500,1530000.0,75.0
The Bank of Edison,Edison,GA,610,DALLAS / FT WORTH DISTRICT OFFICE,1,1530000,1147500,1530000.0,75.0
City Bank & Trust Co.,Lincoln,NE,101,MASSACHUSETTS DISTRICT OFFICE,1,1530000,1147500,1530000.0,75.0
Wildfire CU,Saginaw,MI,515,MICHIGAN DISTRICT OFFICE,5,1528700,1146525,305740.0,75.0
Berkshire Bank,Pittsfield,MA,680,OKLAHOMA DISTRICT OFFICE,1,1528000,1146000,1528000.0,75.0
CalPrivate Bank,La Jolla,CA,405,GEORGIA DISTRICT OFFICE,1,1528000,1146000,1528000.0,75.0
"VelocitySBA, LLC",Costa Mesa,CA,912,SAN FRANCISCO DISTRICT OFFICE,2,1527000,1145250,763500.0,75.0
Old National Bank,Evansville,IN,681,SAN ANTONIO DISTRICT OFFICE,2,1526900,1145175,763450.0,75.0
Enterprise Bank & Trust,Clayton,MO,1087,BOISE DISTRICT OFFICE,2,1523900,1142925,761950.0,75.0
Umpqua Bank,Roseburg,OR,931,SACRAMENTO DISTRICT OFFICE,31,1523200,887275,49135.48,58.25
Provident Bank,Jersey City,NJ,202,NEW YORK DISTRICT OFFICE,3,1523000,1157250,507666.67,75.98
R Bank,Round Rock,TX,671,HOUSTON DISTRICT OFFICE,1,1520500,1140375,1520500.0,75.0
"U.S. Bank, National Association",Cincinnati,OH,682,NEW MEXICO DISTRICT OFFICE,18,1520000,942000,84444.44,61.97
FWBank,Chicago,IL,761,DES MOINES DISTRICT OFFICE,2,1518400,1138800,759200.0,75.0
First Bank of Central Ohio,Worthington,OH,189,NEW HAMPSHIRE DISTRICT OFFICE,1,1518000,1138500,1518000.0,75.0
Gulf Coast Bank and Trust Company,New Orleans,LA,507,ILLINOIS DISTRICT OFFICE,2,1517600,1138200,758800.0,75.0
Bank of Clarke,Berryville,VA,405,GEORGIA DISTRICT OFFICE,2,1513000,1134750,756500.0,75.0
Bank Five Nine,Oconomowoc,WI,150,VERMONT DISTRICT OFFICE,1,1510000,1132500,1510000.0,75.0
"Citizens Bank, National Association",Providence,RI,358,PITTSBURGH DISTRICT OFFICE,4,1509800,863600,377450.0,57.2
Bank of Hope,Los Angeles,CA,353,WASHINGTON DISTRICT OFFICE,5,1509000,1081250,301800.0,71.65
"Community Bank, National Association",Canton,NY,248,SYRACUSE DISTRICT OFFICE,6,1508500,956750,251416.67,63.42
Pinnacle Bank,Elberton,GA,460,NORTH CAROLINA DISTRICT OFFICE,2,1507000,1130250,753500.0,75.0
Bank of Idaho,Idaho Falls,ID,811,COLORADO DISTRICT OFFICE,2,1506000,1110750,753000.0,73.75
"T Bank, National Association",Dallas,TX,679,LOUISIANA DISTRICT OFFICE,1,1505600,1129200,1505600.0,75.0
Hancock Whitney Bank,Gulfport,MS,988,ARIZONA DISTRICT OFFICE,1,1503500,1127625,1503500.0,75.0
BayFirst National Bank,Saint Petersburg,FL,1087,BOISE DISTRICT OFFICE,12,1501400,1276190,125116.67,85.0
Paragon Bank,Memphis,TN,508,MINNESOTA DISTRICT OFFICE,1,1500000,1125000,1500000.0,75.0
Southwestern National Bank,Houston,TX,811,COLORADO DISTRICT OFFICE,1,1500000,1125000,1500000.0,75.0
United Business Bank,Walnut Creek,CA,942,FRESNO DISTRICT OFFICE,1,1500000,1125000,1500000.0,75.0
Stearns Bank National Association,Saint Cloud,MN,931,SACRAMENTO DISTRICT OFFICE,1,1500000,1125000,1500000.0,75.0
GBank,Las Vegas,NV,1087,BOISE DISTRICT OFFICE,1,1500000,1125000,1500000.0,75.0
"CenTrust Bank, National Association",Northbrook,IL,811,COLORADO DISTRICT OFFICE,1,1498000,1123500,1498000.0,75.0
Sunflower Bank National Association,Dallas,TX,767,WICHITA DISTRICT OFFICE,2,1493800,1120350,746900.0,75.0
Northwest Bank,Warren,PA,563,WISCONSIN DISTRICT OFFICE,2,1490000,1105000,745000.0,74.16
Berkshire Bank,Pittsfield,MA,358,PITTSBURGH DISTRICT OFFICE,2,1490000,1117500,745000.0,75.0
Platinum Bank,Oakdale,MN,405,GEORGIA DISTRICT OFFICE,5,1489000,1091750,297800.0,73.32
City & County CU,Saint Paul,MN,508,MINNESOTA DISTRICT OFFICE,2,1487500,1115625,743750.0,75.0
City National Bank,Los Angeles,CA,954,SAN DIEGO DISTRICT OFFICE,2,1487000,1115250,743500.0,75.0
Southwestern National Bank,Houston,TX,455,SOUTH FLORIDA DISTRICT OFFICE,1,1485000,1113750,1485000.0,75.0
First Bank,Southern Pines,NC,681,SAN ANTONIO DISTRICT OFFICE,1,1484000,1113000,1484000.0,75.0
The Bank of Edison,Edison,GA,405,GEORGIA DISTRICT OFFICE,1,1484000,1113000,1484000.0,75.0
Capital Certified Development Corporation,Austin,TX,681,SAN ANTONIO DISTRICT OFFICE,6,1483000,1131600,247166.67,76.3
"Harvest Small Business Finance, LLC",Laguna Hills,CA,549,CLEVELAND DISTRICT OFFICE,3,1481000,1110750,493666.67,75.0
CIBC Bank USA,Chicago,IL,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,2,1480700,1073025,740350.0,72.47
First Bank of Central Ohio,Worthington,OH,508,MINNESOTA DISTRICT OFFICE,1,1480700,1110525,1480700.0,75.0
Old National Bank,Evansville,IN,680,OKLAHOMA DISTRICT OFFICE,1,1480400,1110300,1480400.0,75.0
First IC Bank,Doraville,GA,460,NORTH CAROLINA DISTRICT OFFICE,2,1480000,1110000,740000.0,75.0
The Huntington National Bank,Columbus,OH,885,MONTANA DISTRICT OFFICE,2,1480000,1053750,740000.0,71.2
Dogwood State Bank,Raleigh,NC,474,TENNESSEE DISTRICT OFFICE,1,1480000,1110000,1480000.0,75.0
The Huntington National Bank,Columbus,OH,766,NEBRASKA DISTRICT OFFICE,8,1479000,1064250,184875.0,71.96
North Georgia National Bank,Calhoun,GA,474,TENNESSEE DISTRICT OFFICE,2,1478100,1108575,739050.0,75.0
Chemung Canal Trust Company,Elmira,NY,248,SYRACUSE DISTRICT OFFICE,14,1477700,738850,105550.0,50.0
Royal Business Bank,Los Angeles,CA,912,SAN FRANCISCO DISTRICT OFFICE,2,1477000,1107750,738500.0,75.0
Pentucket Bank,Haverhill,MA,101,MASSACHUSETTS DISTRICT OFFICE,4,1476000,994500,369000.0,67.38
"Lendistry SBLC, LLC",Los Angeles,CA,474,TENNESSEE DISTRICT OFFICE,14,1476000,1234600,105428.57,83.64
Trustmark National Bank,Jackson,MS,671,HOUSTON DISTRICT OFFICE,6,1475000,1031250,245833.33,69.92
American Bank,Allentown,PA,303,PHILADELPHIA DISTRICT OFFICE,5,1475000,1068250,295000.0,72.42
"Capital Bank, National Association",Rockville,MD,460,NORTH CAROLINA DISTRICT OFFICE,4,1475000,993750,368750.0,67.37
First Chatham Bank,Savannah,GA,515,MICHIGAN DISTRICT OFFICE,2,1472500,1104375,736250.0,75.0
HTLF Bank,Denver,CO,678,LUBBOCK DISTRICT OFFICE,3,1471100,1111725,490366.67,75.57
"Leader Bank, National Association",Arlington,MA,299,NEW JERSEY DISTRICT OFFICE,1,1469000,1101750,1469000.0,75.0
Monterey County Bank,Monterey,CA,942,FRESNO DISTRICT OFFICE,5,1468000,1101000,293600.0,75.0
Citizens Bank,Elizabethton,TN,156,CONNECTICUT DISTRICT OFFICE,2,1466500,1099875,733250.0,75.0
BayFirst National Bank,Saint Petersburg,FL,341,DELAWARE DISTRICT OFFICE,10,1463200,1243720,146320.0,85.0
First Financial Bank,El Dorado,AR,1086,PORTLAND DISTRICT OFFICE,1,1462000,1096500,1462000.0,75.0
Magnifi Financial CU,Melrose,MN,610,DALLAS / FT WORTH DISTRICT OFFICE,6,1461500,1139425,243583.33,77.96
Olympia Federal Savings & Loan Association,Olympia,WA,1013,SEATTLE DISTRICT OFFICE,4,1461400,1109350,365350.0,75.91
Woodsville Guaranty Savings Bank,Woodsville,NH,189,NEW HAMPSHIRE DISTRICT OFFICE,8,1461000,730500,182625.0,50.0
American National Bank,Omaha,NE,912,SAN FRANCISCO DISTRICT OFFICE,2,1461000,1045750,730500.0,71.58
"BOKF, National Association",Tulsa,OK,682,NEW MEXICO DISTRICT OFFICE,2,1460000,1095000,730000.0,75.0
Fidelity Co-Operative Bank,Leominster,MA,101,MASSACHUSETTS DISTRICT OFFICE,1,1460000,1095000,1460000.0,75.0
Genisys CU,Auburn Hills,MI,931,SACRAMENTO DISTRICT OFFICE,1,1460000,1095000,1460000.0,75.0
Simmons Bank,Pine Bluff,AR,767,WICHITA DISTRICT OFFICE,3,1459000,1069250,486333.33,73.29
First Chatham Bank,Savannah,GA,457,KENTUCKY DISTRICT OFFICE,2,1456800,1092600,728400.0,75.0
Seacoast National Bank,Stuart,FL,156,CONNECTICUT DISTRICT OFFICE,1,1456000,1092000,1456000.0,75.0
"PNC Bank, National Association",Wilmington,DE,682,NEW MEXICO DISTRICT OFFICE,3,1455000,961250,485000.0,66.07
Omni Community CU,Battle Creek,MI,515,MICHIGAN DISTRICT OFFICE,3,1454900,1105455,484966.67,75.98
Enterprise Bank & Trust,Clayton,MO,593,COLUMBUS DISTRICT OFFICE,3,1454600,1090950,484866.67,75.0
Webster Bank National Association,Waterbury,CT,189,NEW HAMPSHIRE DISTRICT OFFICE,2,1453400,1040050,726700.0,71.56
Southwestern National Bank,Houston,TX,681,SAN ANTONIO DISTRICT OFFICE,2,1453000,1089750,726500.0,75.0
Crews Bank and Trust,Wauchula,FL,455,SOUTH FLORIDA DISTRICT OFFICE,2,1452500,1101125,726250.0,75.81
"SouthState Bank, National Association",Winter Haven,FL,507,ILLINOIS DISTRICT OFFICE,2,1451500,1088625,725750.0,75.0
Quaint Oak Bank,Southampton,PA,464,SOUTH CAROLINA DISTRICT OFFICE,2,1450000,1062500,725000.0,73.28
Ambler Savings Bank,Ambler,PA,303,PHILADELPHIA DISTRICT OFFICE,2,1450000,1062500,725000.0,73.28
Everwise Credit Union,South Bend,IN,912,SAN FRANCISCO DISTRICT OFFICE,1,1450000,1087500,1450000.0,75.0
"American Bank, National Association",Corpus Christi,TX,639,LOWER RIO GRANDE VALLEY DISTRICT OFFICE,2,1447500,1085625,723750.0,75.0
Covington County Bank,Collins,MS,470,MISSISSIPPI DISTRICT OFFICE,11,1445500,787000,131409.09,54.44
Veritex Community Bank,Dallas,TX,474,TENNESSEE DISTRICT OFFICE,2,1445400,1225860,722700.0,84.81
