lender,lender_city,lender_state,project_state,project_county,approved_loans,approved_dollars,approved_sba_guaranty_dollars,avg_loan_size,guaranty_rate_pct
"Readycap Lending, LLC",Berkeley Heights,NJ,NC,ROBESON,2,1709000,1281750.0,854500.0,75.0
Manufacturers and Traders Trust Company,Buffalo,NY,NJ,MONMOUTH,12,1709000,1042000.0,142416.67,60.97
PCB Bank,Los Angeles,CA,DC,DISTRICT OF COLUMBIA,2,1708000,1281000.0,854000.0,75.0
Royal Business Bank,Los Angeles,CA,CA,ORANGE,4,1708000,1281000.0,427000.0,75.0
Simmons Bank,Pine Bluff,AR,KS,WYANDOTTE,2,1707300,1217975.0,853650.0,71.34
"U.S. Bank, National Association",Cincinnati,OH,ND,STUTSMAN,2,1707000,1267750.0,853500.0,74.27
Berkshire Bank,Pittsfield,MA,CO,DOUGLAS,2,1705500,1254125.0,852750.0,73.53
Truliant FCU,Winston Salem,NC,GA,PAULDING,1,1705000,1278750.0,1705000.0,75.0
First National Bank of Pennsylvania,Greenville,PA,NC,MECKLENBURG,2,1705000,1278750.0,852500.0,75.0
"Bank of America, National Association",Charlotte,NC,GA,CLARKE,1,1704300,1278225.0,1704300.0,75.0
Northeast Bank,Lewiston,ME,MD,MONTGOMERY,13,1703900,1348315.0,131069.23,79.13
Veritex Community Bank,Dallas,TX,NC,ORANGE,2,1703500,1252625.0,851750.0,73.53
Celtic Bank Corporation,Salt Lake City,UT,FL,PALM BEACH,11,1703300,1392805.0,154845.45,81.77
Union Bank and Trust Company,Lincoln,NE,FL,VOLUSIA,2,1702000,1276500.0,851000.0,75.0
American National Bank,Omaha,NE,MN,DAKOTA,1,1702000,1276500.0,1702000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,FL,LEE,11,1700100,1233825.0,154554.55,72.57
"Centerstone SBA Lending, Inc.",Los Angeles,CA,NC,FORSYTH,1,1700000,1275000.0,1700000.0,75.0
Truliant FCU,Winston Salem,NC,LA,WEBSTER,1,1700000,1275000.0,1700000.0,75.0
"Newtek Bank, National Association",Miami,FL,SC,HORRY,3,1700000,1290000.0,566666.67,75.88
Commonwealth Business Bank,Los Angeles,CA,CA,SACRAMENTO,1,1700000,1275000.0,1700000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,NC,IREDELL,3,1700000,1275000.0,566666.67,75.0
Byline Bank,Chicago,IL,FL,HENDRY,2,1700000,1250000.0,850000.0,73.53
Hanmi Bank,Los Angeles,CA,OH,CUYAHOGA,1,1700000,1275000.0,1700000.0,75.0
"Newtek Bank, National Association",Miami,FL,IL,BUREAU,2,1700000,1275000.0,850000.0,75.0
"Newtek Bank, National Association",Miami,FL,GA,PICKENS,4,1700000,1275000.0,425000.0,75.0
BMO Bank National Association,Chicago,IL,MI,INGHAM,1,1700000,1275000.0,1700000.0,75.0
Paragon Bank,Memphis,TN,GA,FORSYTH,1,1700000,1275000.0,1700000.0,75.0
Peoples Bank,Mendenhall,MS,TX,GREGG,1,1700000,1275000.0,1700000.0,75.0
Northeast Bank,Lewiston,ME,MI,OAKLAND,15,1700000,1350000.0,113333.33,79.41
"Lendistry SBLC, LLC",Los Angeles,CA,PA,NORTHAMPTON,1,1700000,1275000.0,1700000.0,75.0
"Newtek Bank, National Association",Miami,FL,MI,NEWAYGO,1,1700000,1275000.0,1700000.0,75.0
Washington Trust Bank,Spokane,WA,ID,BONNER,1,1700000,1275000.0,1700000.0,75.0
Royal Business Bank,Los Angeles,CA,NY,QUEENS,1,1700000,1275000.0,1700000.0,75.0
Byline Bank,Chicago,IL,WI,WAUKESHA,2,1700000,1275000.0,850000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,IL,WILL,8,1699500,1308575.0,212437.5,77.0
"PNC Bank, National Association",Wilmington,DE,DE,NEW CASTLE,6,1699000,1130500.0,283166.67,66.54
Plumas Bank,Quincy,CA,CA,SAN JOAQUIN,2,1699000,1274250.0,849500.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,IL,LA SALLE,1,1697800,1273350.0,1697800.0,75.0
Northfield Savings Bank,Northfield,VT,VT,RUTLAND,1,1695700,1271775.0,1695700.0,75.0
Live Oak Banking Company,Wilmington,NC,MI,CHIPPEWA,1,1695000,1271250.0,1695000.0,75.0
The Huntington National Bank,Columbus,OH,IL,JACKSON,2,1695000,1183750.0,847500.0,69.84
Fortis Bank,Denver,CO,CO,EL PASO,1,1694300,1270725.0,1694300.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,IN,MARION,6,1694000,1296400.0,282333.33,76.53
"U.S. Bank, National Association",Cincinnati,OH,MN,CARVER,10,1693900,1123800.0,169390.0,66.34
Truist Bank,Charlotte,NC,TX,TARRANT,1,1693600,1270200.0,1693600.0,75.0
The Bancorp Bank National Association,Sioux Falls,SD,TN,DAVIDSON,1,1693000,1269750.0,1693000.0,75.0
Bank Five Nine,Oconomowoc,WI,NC,WAKE,3,1693000,1269750.0,564333.33,75.0
EntreBank,Bloomington,MN,MN,ANOKA,2,1693000,1244750.0,846500.0,73.52
"Westfield Bank, FSB",Westfield Center,OH,OH,MEDINA,1,1692900,1269675.0,1692900.0,75.0
Byline Bank,Chicago,IL,MI,OAKLAND,2,1692500,1269375.0,846250.0,75.0
Union Bank and Trust Company,Minneapolis,MN,MN,HENNEPIN,2,1691500,1268625.0,845750.0,75.0
Fifth Third Bank,Cincinnati,OH,NC,GUILFORD,1,1691400,1268550.0,1691400.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,UT,WEBER,5,1691000,1174500.0,338200.0,69.46
"LendingClub Bank, National Association",Lehi,UT,FL,BROWARD,1,1691000,1268250.0,1691000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,CA,PLACER,3,1690900,1283175.0,563633.33,75.89
First Bank of the Lake,Osage Beach,MO,NY,QUEENS,2,1690900,1268175.0,845450.0,75.0
Live Oak Banking Company,Wilmington,NC,GA,BARROW,1,1690000,1267500.0,1690000.0,75.0
Southwestern National Bank,Houston,TX,CA,ORANGE,3,1690000,1267500.0,563333.33,75.0
First IC Bank,Doraville,GA,TX,SOMERVELL,1,1690000,1267500.0,1690000.0,75.0
Hanover Community Bank,Mineola,NY,PA,BUTLER,1,1690000,1267500.0,1690000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,CA,SONOMA,5,1689300,1255725.0,337860.0,74.33
Byline Bank,Chicago,IL,TX,HARRIS,3,1689000,1266750.0,563000.0,75.0
"TD Bank, National Association",Wilmington,DE,PA,CHESTER,18,1689000,894500.0,93833.33,52.96
FirstBank Puerto Rico,Santurce,PR,PR,GUAYNABO,7,1688800,1268000.0,241257.14,75.08
"Bank of America, National Association",Charlotte,NC,NY,ERIE,3,1688700,1060900.0,562900.0,62.82
First State Bank Nebraska,Lincoln,NE,NE,GAGE,6,1688500,1236375.0,281416.67,73.22
Regions Bank,Birmingham,AL,TX,MONTGOMERY,2,1688100,1266075.0,844050.0,75.0
Veritex Community Bank,Dallas,TX,SC,HORRY,1,1686600,1264950.0,1686600.0,75.0
"Community Banks of Colorado, A Division of",Greenwood Village,CO,UT,WASHINGTON,3,1686400,1264800.0,562133.33,75.0
Hancock Whitney Bank,Gulfport,MS,MS,HARRISON,3,1685000,1263750.0,561666.67,75.0
The Bank of Houston,Houston,MO,IL,SAINT CLAIR,2,1685000,1263750.0,842500.0,75.0
"JPMorgan Chase Bank, National Association",Columbus,OH,TX,MONTGOMERY,11,1685000,842500.0,153181.82,50.0
Embassy National Bank,Lawrenceville,GA,GA,RICHMOND,1,1685000,1263750.0,1685000.0,75.0
United Business Bank,Walnut Creek,CA,CA,SAN MATEO,1,1684000,1263000.0,1684000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,FL,SAINT JOHNS,1,1683000,787812.3,1683000.0,46.81
Byline Bank,Chicago,IL,PA,BEAVER,1,1683000,1262250.0,1683000.0,75.0
BayFirst National Bank,Saint Petersburg,FL,UT,SALT LAKE,13,1682600,1430210.0,129430.77,85.0
Great Southern Bank,Springfield,MO,TX,DALLAS,1,1682600,1261950.0,1682600.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,VA,PRINCE WILLIAM,7,1682500,1302625.0,240357.14,77.42
First Community Bank,Bluefield,VA,VA,WASHINGTON,1,1682100,1261575.0,1682100.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,ID,MADISON,1,1682000,1261500.0,1682000.0,75.0
Frandsen Bank & Trust,Lonsdale,MN,MN,RAMSEY,1,1681800,1261350.0,1681800.0,75.0
Merchants Bank of Indiana,Carmel,IN,TX,TRAVIS,1,1680900,1260675.0,1680900.0,75.0
Cogent Bank,Orlando,FL,FL,SAINT JOHNS,3,1680000,1260000.0,560000.0,75.0
Citizens State Bank of New Castle,New Castle,IN,IN,HENRY,4,1680000,1235000.0,420000.0,73.51
United Community Bank,Greenville,SC,VA,VIRGINIA BEACH CITY,1,1680000,1260000.0,1680000.0,75.0
First Internet Bank of Indiana,Fishers,IN,MI,LIVINGSTON,1,1680000,1260000.0,1680000.0,75.0
Bank of Franklin County,Washington,MO,MO,SAINT LOUIS,1,1679300,1259475.0,1679300.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,MD,HOWARD,6,1679200,1281920.0,279866.67,76.34
Live Oak Banking Company,Wilmington,NC,TX,COMAL,2,1679000,1259250.0,839500.0,75.0
The Huntington National Bank,Columbus,OH,TX,COMAL,2,1679000,1246750.0,839500.0,74.26
"Readycap Lending, LLC",Berkeley Heights,NJ,FL,CLAY,2,1678000,1258500.0,839000.0,75.0
"TD Bank, National Association",Wilmington,DE,RI,KENT,4,1677000,1191500.0,419250.0,71.05
Pathward National Association,Sioux Falls,SD,UT,SALT LAKE,1,1675000,1256250.0,1675000.0,75.0
First National Bank of Pennsylvania,Greenville,PA,VA,YORK,1,1675000,1256250.0,1675000.0,75.0
First Bank of the Lake,Osage Beach,MO,PA,BLAIR,1,1674000,1255500.0,1674000.0,75.0
Evolve Bank and Trust,West Memphis,AR,CO,WELD,1,1674000,1255500.0,1674000.0,75.0
Cadence Bank,Tupelo,MS,IL,DUPAGE,5,1674000,1255500.0,334800.0,75.0
"BOKF, National Association",Tulsa,OK,CO,ARAPAHOE,2,1673000,1254750.0,836500.0,75.0
First Commonwealth Bank,Indiana,PA,NC,WAKE,2,1672800,1254600.0,836400.0,75.0
Accompany Capital,New York,NY,NY,KINGS,7,1672000,1331500.0,238857.14,79.64
Rockland Trust Company,Rockland,MA,MA,BRISTOL,5,1672000,1179000.0,334400.0,70.51
Dogwood State Bank,Raleigh,NC,VA,FAIRFAX,1,1671000,1253250.0,1671000.0,75.0
Pathward National Association,Sioux Falls,SD,CO,DOUGLAS,2,1670000,1252500.0,835000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,CA,SOLANO,3,1670000,1262500.0,556666.67,75.6
OakStar Bank,Springfield,MO,KS,CRAWFORD,1,1670000,1252500.0,1670000.0,75.0
Liberty Bank,Middletown,CT,CT,SOUTH CENTRAL CT,10,1669500,1194625.0,166950.0,71.56
Bank of Clarke,Berryville,VA,VA,FAIRFAX,3,1667500,1188125.0,555833.33,71.25
Central Bank,Provo,UT,UT,CACHE,1,1667000,1250250.0,1667000.0,75.0
"Bank of America, National Association",Charlotte,NC,NC,GUILFORD,3,1666300,1002100.0,555433.33,60.14
United Republic Bank,Elkhorn,NE,NE,DOUGLAS,1,1665800,1249350.0,1665800.0,75.0
GBank,Las Vegas,NV,CA,SACRAMENTO,1,1665000,1248750.0,1665000.0,75.0
"United Midwest Savings Bank, National Association",De Graff,OH,CA,FRESNO,3,1665000,1278750.0,555000.0,76.8
Bank Five Nine,Oconomowoc,WI,MI,CALHOUN,1,1665000,1248750.0,1665000.0,75.0
"PNC Bank, National Association",Wilmington,DE,PA,WASHINGTON,4,1665000,1232500.0,416250.0,74.02
Valley First CU,Modesto,CA,CA,STANISLAUS,5,1664800,1266600.0,332960.0,76.08
First Commonwealth Bank,Indiana,PA,TX,TARRANT,4,1664800,1223600.0,416200.0,73.5
Banco Popular de Puerto Rico,San Juan,PR,PR,CAROLINA,26,1663800,829065.0,63992.31,49.83
Fifth Third Bank,Cincinnati,OH,MI,OAKLAND,4,1663300,1137600.0,415825.0,68.39
The Huntington National Bank,Columbus,OH,MI,OTSEGO,4,1663000,1230750.0,415750.0,74.01
"Readycap Lending, LLC",Berkeley Heights,NJ,NH,HILLSBOROUGH,6,1663000,1249750.0,277166.67,75.15
First Western Trust Bank,Denver,CO,CO,DENVER,1,1663000,1247250.0,1663000.0,75.0
Dogwood State Bank,Raleigh,NC,TX,COOKE,1,1662900,1247175.0,1662900.0,75.0
BayFirst National Bank,Saint Petersburg,FL,CO,ARAPAHOE,12,1662100,1412785.0,138508.33,85.0
Atlantic Union Bank,Richmond,VA,VA,NORFOLK CITY,2,1662000,1221500.0,831000.0,73.5
First Horizon Bank,Memphis,TN,GA,DEKALB,1,1662000,1246500.0,1662000.0,75.0
"Newtek Bank, National Association",Miami,FL,MA,WORCESTER,6,1662000,1228500.0,277000.0,73.92
First Commonwealth Bank,Indiana,PA,FL,LEE,2,1661500,1246125.0,830750.0,75.0
"United Midwest Savings Bank, National Association",De Graff,OH,MO,SAINT LOUIS,4,1661000,1275750.0,415250.0,76.81
Falcon National Bank,Foley,MN,PA,CHESTER,3,1660500,1220375.0,553500.0,73.49
Colony Bank,Fitzgerald,GA,FL,HILLSBOROUGH,3,1660000,1275000.0,553333.33,76.81
Byline Bank,Chicago,IL,TX,NUECES,2,1660000,1220000.0,830000.0,73.49
Fifth Third Bank,Cincinnati,OH,VA,FAIRFAX,1,1660000,1245000.0,1660000.0,75.0
BayFirst National Bank,Saint Petersburg,FL,FL,OSCEOLA,11,1659300,1347805.0,150845.45,81.23
"Newtek Bank, National Association",Miami,FL,MO,JACKSON,6,1659000,1259250.0,276500.0,75.9
"BankUnited, National Association",Miami Lakes,FL,FL,MIAMI-DADE,3,1658000,1093500.0,552666.67,65.95
Pinnacle Bank,Nashville,TN,FL,HILLSBOROUGH,1,1657000,1242750.0,1657000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,OR,WASHINGTON,7,1656600,1211200.0,236657.14,73.11
"United Midwest Savings Bank, National Association",De Graff,OH,FL,BREVARD,5,1656500,1302375.0,331300.0,78.62
Santa Cruz County Bank,Santa Cruz,CA,CA,SAN JOAQUIN,2,1656000,1242000.0,828000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,TX,TARRANT,5,1656000,1297200.0,331200.0,78.33
"Readycap Lending, LLC",Berkeley Heights,NJ,TN,DAVIDSON,15,1655500,1289025.0,110366.67,77.86
"JPMorgan Chase Bank, National Association",Columbus,OH,IN,HAMILTON,7,1655400,992800.0,236485.71,59.97
HomeTrust Bank,Asheville,NC,NY,SUFFOLK,1,1655000,1241250.0,1655000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,CA,SISKIYOU,1,1655000,1241250.0,1655000.0,75.0
The First Bank,Hattiesburg,MS,FL,SAINT JOHNS,1,1653600,1240200.0,1653600.0,75.0
First Interstate Bank,Billings,MT,SD,BUTTE,1,1653300,1239975.0,1653300.0,75.0
Busey Bank,Champaign,IL,IL,WILL,3,1653000,1239750.0,551000.0,75.0
PCB Bank,Los Angeles,CA,TX,COLLIN,4,1653000,1239750.0,413250.0,75.0
Enterprise Bank and Trust Company,Lowell,MA,NH,HILLSBOROUGH,9,1652000,1043500.0,183555.56,63.17
Banc of California,Los Angeles,CA,WI,WAUKESHA,1,1652000,1239000.0,1652000.0,75.0
Regions Bank,Birmingham,AL,AR,UNION,2,1651300,1238475.0,825650.0,75.0
First Internet Bank of Indiana,Fishers,IN,LA,CALCASIEU,2,1651000,1200750.0,825500.0,72.73
Washington Trust Bank,Spokane,WA,OR,MULTNOMAH,3,1650500,1242875.0,550166.67,75.3
West Town Bank & Trust,North Riverside,IL,NY,NEW YORK,4,1650000,1247500.0,412500.0,75.61
Live Oak Banking Company,Wilmington,NC,WV,PUTNAM,1,1650000,1237500.0,1650000.0,75.0
First Financial Bank,El Dorado,AR,MS,COPIAH,1,1650000,1237500.0,1650000.0,75.0
First Savings Bank,Jeffersonville,IN,NY,SUFFOLK,1,1650000,1237500.0,1650000.0,75.0
Woori America Bank,New York,NY,TX,HARRIS,2,1650000,1237500.0,825000.0,75.0
Live Oak Banking Company,Wilmington,NC,CO,GARFIELD,2,1650000,1237500.0,825000.0,75.0
Hanmi Bank,Los Angeles,CA,MS,DESOTO,1,1650000,1237500.0,1650000.0,75.0
Pathward National Association,Sioux Falls,SD,AK,KODIAK ISLAND,1,1650000,1237500.0,1650000.0,75.0
First Financial Bank,El Dorado,AR,NM,BERNALILLO,1,1650000,1237500.0,1650000.0,75.0
FinWise Bank,Sandy,UT,CA,LOS ANGELES,2,1650000,1477500.0,825000.0,89.55
Synovus Bank,Columbus,GA,GA,MORGAN,1,1650000,1237500.0,1650000.0,75.0
Live Oak Banking Company,Wilmington,NC,MN,HENNEPIN,2,1650000,1175000.0,825000.0,71.21
First Bank & Trust,Brookings,SD,MN,ANOKA,4,1648000,1169750.0,412000.0,70.98
Farmers State Bank,Waterloo,IA,IA,DALLAS,2,1647500,1240375.0,823750.0,75.29
First Internet Bank of Indiana,Fishers,IN,NC,BUNCOMBE,2,1647000,1197750.0,823500.0,72.72
Berkshire Bank,Pittsfield,MA,CT,NAUGATUCK VLY,1,1647000,1235250.0,1647000.0,75.0
GBank,Las Vegas,NV,IL,LA SALLE,1,1646000,1234500.0,1646000.0,75.0
Gulf Coast Bank,Abbeville,LA,LA,IBERIA,1,1646000,1234500.0,1646000.0,75.0
"TD Bank, National Association",Wilmington,DE,FL,ALACHUA,7,1645200,1177600.0,235028.57,71.58
Morris Bank,Dublin,GA,GA,MACON,1,1645100,1233825.0,1645100.0,75.0
The Hocking Valley Bank,Athens,OH,OH,LICKING,1,1645000,1233750.0,1645000.0,75.0
Live Oak Banking Company,Wilmington,NC,TN,KNOX,1,1645000,1233750.0,1645000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,NC,CABARRUS,1,1645000,1233750.0,1645000.0,75.0
SouthWest Bank,Odessa,TX,TX,ECTOR,6,1645000,1263250.0,274166.67,76.79
FWBank,Chicago,IL,NC,MECKLENBURG,1,1643500,1232625.0,1643500.0,75.0
Bank Five Nine,Oconomowoc,WI,AZ,COCONINO,1,1643000,1232250.0,1643000.0,75.0
Southwestern National Bank,Houston,TX,TX,HILL,1,1642000,1231500.0,1642000.0,75.0
"VelocitySBA, LLC",Costa Mesa,CA,FL,WALTON,1,1642000,1231500.0,1642000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,FL,HILLSBOROUGH,7,1641000,1301350.0,234428.57,79.3
PCB Bank,Los Angeles,CA,VA,ALEXANDRIA CITY,1,1641000,1230750.0,1641000.0,75.0
Celtic Bank Corporation,Salt Lake City,UT,CA,CONTRA COSTA,7,1640800,1298100.0,234400.0,79.11
The Huntington National Bank,Columbus,OH,IN,MADISON,4,1640200,1201350.0,410050.0,73.24
Exos Small Business Lending LLC,New York,NY,OH,FRANKLIN,1,1640000,1230000.0,1640000.0,75.0
"U.S. Bank, National Association",Cincinnati,OH,TX,FANNIN,1,1640000,1230000.0,1640000.0,75.0
First Horizon Bank,Memphis,TN,FL,BROWARD,2,1640000,1230000.0,820000.0,75.0
First IC Bank,Doraville,GA,GA,PAULDING,1,1640000,1230000.0,1640000.0,75.0
New York Business Development Corporation,Albany,NY,NY,ALBANY,3,1638000,1228500.0,546000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,TX,CAMERON,8,1637300,1204225.0,204662.5,73.55
Evolve Bank and Trust,West Memphis,AR,CA,LOS ANGELES,3,1637000,1227750.0,545666.67,75.0
Columbia Bank,Fair Lawn,NJ,NJ,SOMERSET,2,1636000,1227000.0,818000.0,75.0
First National Community Bank,New Richmond,WI,WI,POLK,3,1636000,1177000.0,545333.33,71.94
FWBank,Chicago,IL,TX,BRAZORIA,1,1635400,1226550.0,1635400.0,75.0
The Huntington National Bank,Columbus,OH,MA,ESSEX,8,1635300,1185225.0,204412.5,72.48
First Bank of the Lake,Osage Beach,MO,CA,VENTURA,2,1635100,1226325.0,817550.0,75.0
Meridian Bank,Malvern,PA,FL,COLLIER,2,1635000,1176250.0,817500.0,71.94
Celtic Bank Corporation,Salt Lake City,UT,CA,MONTEREY,1,1635000,1226250.0,1635000.0,75.0
Wayne Bank,Honesdale,PA,PA,WAYNE,3,1632500,1239375.0,544166.67,75.92
Meridian Bank,Malvern,PA,VA,ARLINGTON,1,1632000,1224000.0,1632000.0,75.0
Live Oak Banking Company,Wilmington,NC,GA,FLOYD,2,1631500,1186125.0,815750.0,72.7
"Newtek Bank, National Association",Miami,FL,TN,WILLIAMSON,7,1630000,1233000.0,232857.14,75.64
IncredibleBank,Wausau,WI,FL,ORANGE,2,1630000,1172500.0,815000.0,71.93
Woori America Bank,New York,NY,NC,ROBESON,1,1630000,1222500.0,1630000.0,75.0
"PNC Bank, National Association",Wilmington,DE,MO,SAINT LOUIS,4,1629600,1212200.0,407400.0,74.39
Enterprise Bank & Trust,Clayton,MO,CA,PLACER,1,1629000,1221750.0,1629000.0,75.0
"VelocitySBA, LLC",Costa Mesa,CA,MA,WORCESTER,1,1629000,1221750.0,1629000.0,75.0
Colorado Enterprise Fund,Denver,CO,CO,DENVER,9,1628400,1278390.0,180933.33,78.51
Capital Community Bank,Provo,UT,UT,WASHINGTON,2,1628000,1221000.0,814000.0,75.0
Dogwood State Bank,Raleigh,NC,NC,PITT,2,1627000,1189000.0,813500.0,73.08
"Wilmington Savings Fund Society, FSB",Wilmington,DE,NJ,CAPE MAY,2,1627000,1220250.0,813500.0,75.0
Regions Bank,Birmingham,AL,TN,KNOX,2,1626700,1170025.0,813350.0,71.93
OakStar Bank,Springfield,MO,CO,BOULDER,1,1626500,1219875.0,1626500.0,75.0
"U.S. Bank, National Association",Cincinnati,OH,IL,MCHENRY,4,1626400,1218550.0,406600.0,74.92
Independent Bank d/b/a Independent Financial,Mckinney,TX,TX,DENTON,2,1626000,1107000.0,813000.0,68.08
Citizens Bank,Elizabethton,TN,TX,BEXAR,1,1625000,1218750.0,1625000.0,75.0
"Wilmington Savings Fund Society, FSB",Wilmington,DE,VA,PRINCE WILLIAM,2,1625000,1218750.0,812500.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NC,NEW HANOVER,5,1625000,1231250.0,325000.0,75.77
"Bank of America, National Association",Charlotte,NC,CA,SAN JOAQUIN,5,1625000,812500.0,325000.0,50.0
GBank,Las Vegas,NV,NJ,MIDDLESEX,1,1625000,1218750.0,1625000.0,75.0
"SouthState Bank, National Association",Winter Haven,FL,VA,ARLINGTON,2,1625000,1218750.0,812500.0,75.0
"United Midwest Savings Bank, National Association",De Graff,OH,OH,CHAMPAIGN,1,1625000,1218750.0,1625000.0,75.0
"Fulton Bank, National Association",Lancaster,PA,PA,BERKS,3,1624000,1200500.0,541333.33,73.92
Security State Bank & Trust,Fredericksburg,TX,TX,MONTGOMERY,2,1624000,1228000.0,812000.0,75.62
Bank of St. Francisville,Saint Francisville,LA,LA,WEST FELICIANA,1,1623400,1217550.0,1623400.0,75.0
"LendingClub Bank, National Association",Lehi,UT,IL,DUPAGE,1,1623000,1217250.0,1623000.0,75.0
The Bancorp Bank National Association,Sioux Falls,SD,TX,TRAVIS,1,1622900,1217175.0,1622900.0,75.0
"T Bank, National Association",Dallas,TX,IL,MACON,1,1622000,1216500.0,1622000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,NJ,MIDDLESEX,5,1620500,1204125.0,324100.0,74.31
US Eagle FCU,Albuquerque,NM,NM,EDDY,1,1620000,1215000.0,1620000.0,75.0
Byline Bank,Chicago,IL,MT,LAKE,1,1620000,1215000.0,1620000.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,MD,CHARLES,1,1620000,1215000.0,1620000.0,75.0
Armstrong Bank,Muskogee,OK,AR,SEBASTIAN,1,1620000,1215000.0,1620000.0,75.0
FinWise Bank,Sandy,UT,PA,ALLEGHENY,1,1620000,1215000.0,1620000.0,75.0
"WesBanco Bank, Inc.",Wheeling,WV,MD,PRINCE GEORGES,2,1619900,1214925.0,809950.0,75.0
CommunityAmerica CU,Lenexa,KS,KS,WYANDOTTE,2,1619300,1151975.0,809650.0,71.14
First Internet Bank of Indiana,Fishers,IN,AR,WASHINGTON,1,1619000,1214250.0,1619000.0,75.0
First Internet Bank of Indiana,Fishers,IN,FL,OKEECHOBEE,2,1619000,1189250.0,809500.0,73.46
"Bank of America, National Association",Charlotte,NC,MA,NORFOLK,4,1617400,1000550.0,404350.0,61.86
"Community Banks of Colorado, A Division of",Greenwood Village,CO,CO,ARAPAHOE,3,1616900,1212675.0,538966.67,75.0
"Community Trust Bank, Inc.",Pikeville,KY,KY,PIKE,8,1616300,928575.0,202037.5,57.45
"Wells Fargo Bank, National Association",Sioux Falls,SD,OR,DESCHUTES,5,1615500,1199125.0,323100.0,74.23
East West Bank,Pasadena,CA,WA,KING,1,1615000,1211250.0,1615000.0,75.0
"Harvest Small Business Finance, LLC",Laguna Hills,CA,WY,SWEETWATER,1,1615000,1211250.0,1615000.0,75.0
Hanover Community Bank,Mineola,NY,TX,COLLIN,2,1615000,1225250.0,807500.0,75.87
"Newtek Bank, National Association",Miami,FL,CT,NEW HAVEN,8,1615000,1275250.0,201875.0,78.96
1st Colonial Community Bank,Collingswood,NJ,PA,MONTGOMERY,2,1615000,1211250.0,807500.0,75.0
PromiseOne Bank,Duluth,GA,GA,RICHMOND,1,1615000,1211250.0,1615000.0,75.0
"Readycap Lending, LLC",Berkeley Heights,NJ,NY,RICHMOND,6,1614000,1222500.0,269000.0,75.74
FNBC Bank,Ash Flat,AR,TN,MAURY,1,1612200,1209150.0,1612200.0,75.0
FirstBank Puerto Rico,Santurce,PR,PR,GUAYAMA,3,1611000,1208250.0,537000.0,75.0
Royal Business Bank,Los Angeles,CA,NV,CLARK,1,1610000,1207500.0,1610000.0,75.0
Cadence Bank,Tupelo,MS,MA,MIDDLESEX,5,1610000,1217500.0,322000.0,75.62
"Bank of America, National Association",Charlotte,NC,NC,WAKE,5,1610000,805000.0,322000.0,50.0
Peoples Bank,Mendenhall,MS,TX,CASS,1,1609300,1206975.0,1609300.0,75.0
Gesa CU,Richland,WA,WA,KITSAP,2,1609000,1206750.0,804500.0,75.0
The Huntington National Bank,Columbus,OH,PA,MONTGOMERY,8,1608000,1169750.0,201000.0,72.75
First Federal Bank,Lake City,FL,FL,COLUMBIA,4,1606600,1218450.0,401650.0,75.84
Live Oak Banking Company,Wilmington,NC,CA,MARIN,3,1606000,1179000.0,535333.33,73.41
Valley National Bank,Passaic,NJ,NJ,PASSAIC,1,1606000,1204500.0,1606000.0,75.0
"Wells Fargo Bank, National Association",Sioux Falls,SD,CO,EAGLE,2,1605700,1204275.0,802850.0,75.0
Hancock Whitney Bank,Gulfport,MS,IL,COOK,1,1605600,1204200.0,1605600.0,75.0
"Newtek Bank, National Association",Miami,FL,NY,RICHMOND,4,1605000,1196250.0,401250.0,74.53
First National Bank of Coffee County,Douglas,GA,FL,DUVAL,2,1605000,1166250.0,802500.0,72.66
